specialty,task_type,task_size,difficulty,user_level,actual_minutes
Computer Networks,Reading Protocols,11,3,1,239
Software Engineering,System Design,17,1,1,258
Software Engineering,Code Review,14,2,3,114
Artificial Intelligence,Model Training,4,2,2,57
Software Engineering,Code Review,6,2,2,85
Artificial Intelligence,Math/Algorithm Review,3,2,2,47
Artificial Intelligence,Model Training,3,3,2,67
Computer Networks,Network Troubleshooting,17,3,2,360
Software Engineering,Code Review,16,3,1,462
Artificial Intelligence,Model Training,9,2,3,86
Software Engineering,Code Review,2,1,1,30
Software Engineering,Writing Code,17,1,3,98
Computer Networks,Configuring Routers,21,3,1,520
Computer Networks,Reading Protocols,10,2,1,234
Artificial Intelligence,Data Preprocessing,13,2,2,201
Artificial Intelligence,Data Preprocessing,19,1,2,148
Artificial Intelligence,Writing Code,7,2,1,144
Artificial Intelligence,Model Training,15,1,2,106
Artificial Intelligence,Data Preprocessing,10,2,2,152
Computer Networks,Reading Protocols,13,2,3,97
Computer Networks,Network Troubleshooting,14,1,1,214
Artificial Intelligence,Model Training,22,1,2,211
Artificial Intelligence,Data Preprocessing,23,3,2,598
Software Engineering,System Design,14,2,2,164
Artificial Intelligence,Math/Algorithm Review,8,2,3,88
Software Engineering,System Design,20,1,2,197
Software Engineering,Debugging,6,1,2,57
Software Engineering,Reading Documentation,22,3,1,639
Software Engineering,Writing Code,8,3,1,261
Software Engineering,Reading Documentation,17,3,2,395
Computer Networks,Lab Simulation,12,2,3,149
Computer Networks,Network Troubleshooting,15,1,2,122
Computer Networks,Security Auditing,21,2,3,220
Computer Networks,Security Auditing,17,2,1,475
Artificial Intelligence,Reading Research Papers,5,2,1,93
Artificial Intelligence,Writing Code,13,3,3,200
Computer Networks,Reading Protocols,7,2,2,107
Computer Networks,Network Troubleshooting,6,2,2,94
Software Engineering,Debugging,16,2,2,189
Artificial Intelligence,Data Preprocessing,23,2,3,274
Computer Networks,Security Auditing,23,2,1,495
Artificial Intelligence,Model Training,16,2,1,341
Computer Networks,Reading Protocols,23,2,2,283
Computer Networks,Reading Protocols,16,3,3,194
Artificial Intelligence,Writing Code,7,2,1,175
Computer Networks,Configuring Routers,24,1,1,322
Software Engineering,Reading Documentation,1,2,2,14
Computer Networks,Configuring Routers,24,3,1,716
Computer Networks,Configuring Routers,15,2,3,149
Artificial Intelligence,Math/Algorithm Review,21,2,2,303
Artificial Intelligence,Data Preprocessing,16,2,1,307
Software Engineering,Writing Code,1,3,2,14
Computer Networks,Network Troubleshooting,5,3,1,195
Computer Networks,Configuring Routers,5,1,1,65
Artificial Intelligence,Writing Code,3,3,1,79
Artificial Intelligence,Math/Algorithm Review,4,3,1,150
Software Engineering,Code Review,21,2,3,176
Computer Networks,Network Troubleshooting,9,2,3,97
Computer Networks,Security Auditing,14,2,3,151
Computer Networks,Lab Simulation,24,2,2,360
Computer Networks,Lab Simulation,10,2,2,140
Software Engineering,Writing Code,12,2,1,160
Software Engineering,Debugging,20,2,2,302
Software Engineering,Code Review,24,1,1,333
Artificial Intelligence,Writing Code,21,1,1,288
Software Engineering,Reading Documentation,10,2,1,205
Artificial Intelligence,Reading Research Papers,23,1,1,326
Software Engineering,System Design,12,2,3,129
Artificial Intelligence,Writing Code,13,2,2,190
Software Engineering,Reading Documentation,9,3,1,228
Software Engineering,Debugging,9,2,1,184
Computer Networks,Security Auditing,12,2,1,227
Artificial Intelligence,Math/Algorithm Review,19,2,3,181
Artificial Intelligence,Writing Code,17,1,3,78
Artificial Intelligence,Reading Research Papers,9,3,1,280
Software Engineering,Reading Documentation,3,3,2,57
Computer Networks,Configuring Routers,2,3,2,41
Artificial Intelligence,Model Training,15,2,3,109
Software Engineering,Writing Code,10,2,3,93
Artificial Intelligence,Reading Research Papers,3,1,1,40
Software Engineering,Writing Code,11,2,1,204
Artificial Intelligence,Model Training,5,1,2,49
Computer Networks,Network Troubleshooting,3,1,3,21
Software Engineering,Debugging,7,1,2,83
Computer Networks,Security Auditing,16,1,2,160
Software Engineering,System Design,11,2,3,139
Software Engineering,Writing Code,10,1,1,124
Artificial Intelligence,Reading Research Papers,2,2,2,28
Computer Networks,Reading Protocols,8,2,2,90
Software Engineering,Code Review,7,2,1,135
Software Engineering,System Design,5,1,2,49
Computer Networks,Security Auditing,19,2,2,271
Artificial Intelligence,Writing Code,8,1,3,52
Artificial Intelligence,Data Preprocessing,10,2,3,92
Computer Networks,Configuring Routers,9,2,1,163
Computer Networks,Reading Protocols,17,2,2,256
Computer Networks,Reading Protocols,19,2,1,369
Software Engineering,Code Review,7,2,1,135
Software Engineering,Debugging,15,2,2,249
Computer Networks,Security Auditing,23,3,1,666
Computer Networks,Configuring Routers,24,2,2,293
Artificial Intelligence,Model Training,22,2,2,308
Computer Networks,Network Troubleshooting,4,1,2,41
Computer Networks,Network Troubleshooting,20,2,1,385
Software Engineering,Debugging,14,1,1,184
Artificial Intelligence,Reading Research Papers,9,2,1,232
Artificial Intelligence,Data Preprocessing,7,1,2,59
Software Engineering,Code Review,22,2,3,209
Software Engineering,System Design,3,2,1,73
Computer Networks,Configuring Routers,9,2,3,94
Computer Networks,Network Troubleshooting,14,1,3,95
Software Engineering,Code Review,2,1,2,15
Computer Networks,Reading Protocols,4,2,3,37
Software Engineering,Reading Documentation,22,1,1,297
Software Engineering,Code Review,18,3,2,339
Artificial Intelligence,Data Preprocessing,19,3,2,508
Artificial Intelligence,Data Preprocessing,11,1,2,128
Artificial Intelligence,Data Preprocessing,20,3,3,267
Artificial Intelligence,Model Training,7,3,2,161
Artificial Intelligence,Writing Code,17,1,2,142
Artificial Intelligence,Reading Research Papers,8,1,2,74
Artificial Intelligence,Math/Algorithm Review,14,2,3,136
Artificial Intelligence,Data Preprocessing,21,2,1,456
Artificial Intelligence,Reading Research Papers,8,2,1,207
Software Engineering,Debugging,4,1,1,63
Artificial Intelligence,Model Training,12,2,2,218
Computer Networks,Reading Protocols,19,2,3,158
Software Engineering,Code Review,1,2,1,14
Software Engineering,Debugging,11,1,2,81
Computer Networks,Lab Simulation,14,2,1,230
Computer Networks,Lab Simulation,15,1,1,205
Computer Networks,Security Auditing,24,2,2,403
Software Engineering,System Design,9,2,3,84
Artificial Intelligence,Reading Research Papers,1,2,1,24
Software Engineering,System Design,23,2,2,422
Artificial Intelligence,Model Training,17,2,3,175
Software Engineering,System Design,5,2,3,46
Artificial Intelligence,Reading Research Papers,5,2,2,63
Software Engineering,System Design,4,1,1,43
Computer Networks,Reading Protocols,24,3,3,359
Software Engineering,System Design,3,1,1,40
Artificial Intelligence,Math/Algorithm Review,24,1,1,372
Computer Networks,Lab Simulation,13,2,1,297
Artificial Intelligence,Model Training,16,2,1,243
Software Engineering,Writing Code,21,1,2,196
Software Engineering,System Design,2,2,1,38
Computer Networks,Network Troubleshooting,10,3,1,323
Computer Networks,Configuring Routers,17,1,1,226
Computer Networks,Configuring Routers,18,3,2,225
Computer Networks,Reading Protocols,17,2,1,316
Software Engineering,Debugging,11,2,1,227
Software Engineering,System Design,6,3,1,206
Computer Networks,Network Troubleshooting,8,1,2,104
Computer Networks,Security Auditing,17,3,2,329
Software Engineering,Writing Code,10,2,1,194
Artificial Intelligence,Data Preprocessing,6,1,1,82
Software Engineering,Debugging,11,2,2,141
Software Engineering,Writing Code,23,3,1,729
Software Engineering,Writing Code,9,3,2,164
Artificial Intelligence,Data Preprocessing,23,2,3,246
Artificial Intelligence,Data Preprocessing,20,2,1,387
Artificial Intelligence,Writing Code,5,1,3,35
Computer Networks,Reading Protocols,6,2,2,86
Computer Networks,Configuring Routers,13,2,1,280
Artificial Intelligence,Data Preprocessing,10,3,1,293
Artificial Intelligence,Reading Research Papers,22,2,3,217
Software Engineering,Code Review,7,2,3,75
Computer Networks,Configuring Routers,8,2,2,121
Software Engineering,Reading Documentation,13,3,1,446
Software Engineering,Debugging,6,2,1,94
Computer Networks,Security Auditing,2,3,3,35
Computer Networks,Lab Simulation,6,2,1,122
Computer Networks,Lab Simulation,13,1,1,199
Artificial Intelligence,Writing Code,7,2,2,111
Computer Networks,Network Troubleshooting,15,1,2,131
Computer Networks,Configuring Routers,17,3,1,463
Computer Networks,Configuring Routers,21,1,1,337
Software Engineering,System Design,19,3,1,531
Software Engineering,Reading Documentation,1,1,1,15
Software Engineering,Code Review,12,1,1,178
Computer Networks,Configuring Routers,22,1,3,128
Computer Networks,Reading Protocols,6,1,3,41
Computer Networks,Configuring Routers,19,2,1,450
Artificial Intelligence,Data Preprocessing,20,2,2,224
Computer Networks,Configuring Routers,21,3,2,477
Software Engineering,Writing Code,7,3,2,151
Computer Networks,Security Auditing,15,3,2,366
Software Engineering,Debugging,11,3,3,168
Software Engineering,Writing Code,12,1,1,151
Software Engineering,System Design,17,1,2,167
Artificial Intelligence,Reading Research Papers,17,2,1,389
Computer Networks,Lab Simulation,9,2,2,138
Computer Networks,Network Troubleshooting,17,1,3,142
Software Engineering,Code Review,14,3,2,364
Artificial Intelligence,Data Preprocessing,14,2,2,209
Artificial Intelligence,Math/Algorithm Review,8,1,1,129
Artificial Intelligence,Reading Research Papers,6,2,2,106
Computer Networks,Reading Protocols,5,3,3,85
Artificial Intelligence,Model Training,6,3,3,106
Artificial Intelligence,Model Training,1,1,3,6
Artificial Intelligence,Reading Research Papers,23,3,2,523
Computer Networks,Configuring Routers,16,2,3,170
Computer Networks,Security Auditing,1,3,1,30
Computer Networks,Security Auditing,15,2,1,273
Artificial Intelligence,Model Training,6,2,3,71
Software Engineering,Code Review,12,1,2,129
Artificial Intelligence,Writing Code,18,3,2,386
Computer Networks,Reading Protocols,3,3,2,66
Software Engineering,Debugging,10,2,2,173
Artificial Intelligence,Data Preprocessing,17,2,3,187
Software Engineering,Writing Code,24,3,3,357
Artificial Intelligence,Math/Algorithm Review,21,2,2,304
Software Engineering,Writing Code,7,2,3,79
Artificial Intelligence,Math/Algorithm Review,13,1,3,103
Software Engineering,Reading Documentation,12,2,2,133
Computer Networks,Lab Simulation,1,2,2,12
Software Engineering,Code Review,23,3,2,462
Artificial Intelligence,Reading Research Papers,23,2,2,323
Computer Networks,Security Auditing,12,2,2,139
Artificial Intelligence,Model Training,23,2,2,301
Software Engineering,System Design,18,2,1,382
Artificial Intelligence,Reading Research Papers,6,2,2,76
Artificial Intelligence,Model Training,1,2,1,17
Software Engineering,System Design,7,1,1,112
Computer Networks,Reading Protocols,24,1,3,126
Computer Networks,Reading Protocols,4,1,1,53
Artificial Intelligence,Reading Research Papers,20,2,1,366
Software Engineering,Reading Documentation,18,2,2,265
Software Engineering,Code Review,18,3,1,447
Computer Networks,Security Auditing,19,2,2,265
Artificial Intelligence,Math/Algorithm Review,13,3,3,200
Software Engineering,Debugging,22,1,2,178
Computer Networks,Lab Simulation,17,2,2,224
Artificial Intelligence,Math/Algorithm Review,20,2,2,283
Artificial Intelligence,Math/Algorithm Review,8,1,1,89
Computer Networks,Network Troubleshooting,12,3,1,335
Software Engineering,Code Review,4,2,3,41
Software Engineering,Reading Documentation,2,2,2,36
Computer Networks,Security Auditing,14,2,2,171
Artificial Intelligence,Reading Research Papers,10,1,1,144
Artificial Intelligence,Writing Code,16,2,1,277
Artificial Intelligence,Math/Algorithm Review,15,1,1,209
Computer Networks,Lab Simulation,23,3,2,547
Software Engineering,Reading Documentation,17,2,3,145
Software Engineering,System Design,13,3,1,496
Artificial Intelligence,Math/Algorithm Review,11,1,1,154
Artificial Intelligence,Writing Code,23,3,3,385
Artificial Intelligence,Model Training,6,3,2,112
Software Engineering,Debugging,11,1,3,86
Software Engineering,Writing Code,1,2,1,24
Software Engineering,Debugging,12,1,1,135
Software Engineering,Reading Documentation,1,1,1,15
Artificial Intelligence,Writing Code,13,2,1,261
Computer Networks,Security Auditing,9,1,2,106
Software Engineering,System Design,14,3,2,324
Artificial Intelligence,Data Preprocessing,21,1,3,124
Software Engineering,Code Review,9,2,2,122
Computer Networks,Lab Simulation,5,3,1,132
Artificial Intelligence,Data Preprocessing,21,2,2,358
Computer Networks,Reading Protocols,24,2,1,534
Software Engineering,Code Review,6,1,3,38
Artificial Intelligence,Writing Code,22,1,2,246
Artificial Intelligence,Writing Code,7,2,3,85
Computer Networks,Configuring Routers,19,1,1,288
Computer Networks,Security Auditing,11,1,1,147
Computer Networks,Lab Simulation,16,1,2,174
Artificial Intelligence,Math/Algorithm Review,15,2,1,278
Artificial Intelligence,Data Preprocessing,13,1,3,94
Computer Networks,Configuring Routers,16,1,1,163
Computer Networks,Configuring Routers,21,2,3,151
Artificial Intelligence,Writing Code,1,1,3,6
Software Engineering,Code Review,11,1,1,113
Artificial Intelligence,Data Preprocessing,17,1,1,275
Artificial Intelligence,Reading Research Papers,15,2,3,132
Computer Networks,Network Troubleshooting,17,1,2,172
Software Engineering,Writing Code,23,1,2,195
Software Engineering,Code Review,3,2,2,43
Software Engineering,Debugging,19,3,1,402
Artificial Intelligence,Reading Research Papers,20,3,2,347
Software Engineering,System Design,23,2,1,560
Software Engineering,Reading Documentation,10,2,1,208
Computer Networks,Network Troubleshooting,18,1,1,243
Artificial Intelligence,Writing Code,7,2,1,152
Artificial Intelligence,Data Preprocessing,24,1,3,120
Artificial Intelligence,Math/Algorithm Review,15,1,2,130
Computer Networks,Reading Protocols,16,2,3,148
Software Engineering,Writing Code,21,3,1,750
Artificial Intelligence,Reading Research Papers,8,3,2,204
Artificial Intelligence,Data Preprocessing,21,2,2,262
Artificial Intelligence,Writing Code,1,1,3,7
Computer Networks,Configuring Routers,14,3,3,224
Artificial Intelligence,Writing Code,7,2,1,142
Artificial Intelligence,Writing Code,14,3,2,248
Artificial Intelligence,Data Preprocessing,11,1,3,72
Computer Networks,Lab Simulation,24,2,1,526
Computer Networks,Security Auditing,5,2,2,57
Computer Networks,Configuring Routers,10,1,1,127
Artificial Intelligence,Model Training,19,2,1,295
Software Engineering,Code Review,4,1,1,48
Artificial Intelligence,Reading Research Papers,10,1,1,123
Computer Networks,Security Auditing,19,1,1,260
Artificial Intelligence,Math/Algorithm Review,1,2,1,19
Artificial Intelligence,Data Preprocessing,16,2,2,272
Artificial Intelligence,Model Training,12,2,1,185
Artificial Intelligence,Writing Code,13,2,2,212
Computer Networks,Security Auditing,14,2,1,253
Computer Networks,Network Troubleshooting,6,2,1,140
Software Engineering,Writing Code,15,2,2,197
Software Engineering,Debugging,6,2,1,109
Software Engineering,Debugging,23,1,1,338
Computer Networks,Configuring Routers,2,1,2,19
Artificial Intelligence,Data Preprocessing,1,1,3,6
Computer Networks,Reading Protocols,18,3,1,533
Software Engineering,Debugging,19,1,2,133
Computer Networks,Network Troubleshooting,18,1,2,179
Computer Networks,Configuring Routers,13,1,2,145
Software Engineering,Debugging,3,3,2,68
Artificial Intelligence,Math/Algorithm Review,2,1,2,22
Software Engineering,System Design,9,1,1,103
Artificial Intelligence,Data Preprocessing,7,2,1,157
Artificial Intelligence,Writing Code,2,2,1,33
Software Engineering,Writing Code,21,2,3,183
Software Engineering,System Design,14,3,2,313
Software Engineering,Reading Documentation,23,2,1,458
Computer Networks,Security Auditing,23,3,1,702
Artificial Intelligence,Reading Research Papers,11,2,1,219
Computer Networks,Configuring Routers,20,3,1,595
Software Engineering,System Design,5,2,2,63
Software Engineering,Debugging,22,2,3,200
Software Engineering,Code Review,21,1,2,214
Artificial Intelligence,Reading Research Papers,4,1,2,25
Computer Networks,Network Troubleshooting,16,2,1,277
Artificial Intelligence,Writing Code,12,1,1,110
Computer Networks,Security Auditing,23,1,2,227
Software Engineering,Code Review,4,3,2,67
Computer Networks,Reading Protocols,10,1,1,133
Artificial Intelligence,Model Training,12,2,3,122
Artificial Intelligence,Reading Research Papers,24,3,3,383
Software Engineering,Writing Code,10,2,1,191
Computer Networks,Reading Protocols,23,1,3,163
Artificial Intelligence,Model Training,6,1,3,39
Artificial Intelligence,Math/Algorithm Review,16,1,2,132
Computer Networks,Configuring Routers,5,3,2,87
Software Engineering,Code Review,13,2,1,210
Computer Networks,Reading Protocols,18,2,2,269
Computer Networks,Configuring Routers,15,1,1,198
Software Engineering,Debugging,23,1,2,189
Computer Networks,Security Auditing,24,2,1,587
Computer Networks,Reading Protocols,10,1,3,55
Computer Networks,Security Auditing,19,2,3,177
Software Engineering,System Design,1,3,2,18
Artificial Intelligence,Data Preprocessing,18,2,1,386
Computer Networks,Network Troubleshooting,13,2,1,273
Artificial Intelligence,Model Training,17,2,3,169
Software Engineering,Debugging,3,2,3,36
Computer Networks,Lab Simulation,13,2,2,197
Software Engineering,Code Review,20,3,1,676
Artificial Intelligence,Math/Algorithm Review,1,2,2,13
Computer Networks,Configuring Routers,21,3,2,439
Software Engineering,Writing Code,20,3,2,470
Computer Networks,Lab Simulation,7,2,2,95
Artificial Intelligence,Data Preprocessing,2,3,1,73
Computer Networks,Security Auditing,13,3,2,352
Artificial Intelligence,Writing Code,4,1,2,41
Artificial Intelligence,Reading Research Papers,2,2,1,32
Computer Networks,Configuring Routers,15,1,2,132
Computer Networks,Network Troubleshooting,4,2,2,53
Artificial Intelligence,Reading Research Papers,14,2,2,171
Artificial Intelligence,Data Preprocessing,13,2,1,217
Artificial Intelligence,Reading Research Papers,4,2,2,76
Computer Networks,Network Troubleshooting,13,1,2,127
Artificial Intelligence,Math/Algorithm Review,9,2,1,212
Computer Networks,Reading Protocols,4,1,1,53
Artificial Intelligence,Reading Research Papers,4,1,3,19
Artificial Intelligence,Model Training,6,3,1,170
Software Engineering,Debugging,3,1,2,30
Artificial Intelligence,Model Training,13,1,3,90
Computer Networks,Network Troubleshooting,22,2,2,390
Computer Networks,Security Auditing,10,2,2,130
Computer Networks,Security Auditing,6,2,2,71
Computer Networks,Configuring Routers,17,2,2,246
Computer Networks,Reading Protocols,18,2,2,240
Computer Networks,Lab Simulation,11,3,1,276
Artificial Intelligence,Writing Code,14,2,1,279
Software Engineering,Code Review,16,2,3,149
Computer Networks,Reading Protocols,3,2,3,25
Artificial Intelligence,Data Preprocessing,5,2,2,60
Software Engineering,Debugging,1,2,1,22
Software Engineering,Code Review,3,2,3,25
Artificial Intelligence,Reading Research Papers,3,2,2,45
Computer Networks,Lab Simulation,17,2,1,294
Computer Networks,Network Troubleshooting,13,1,2,144
Software Engineering,Debugging,16,3,1,615
Computer Networks,Lab Simulation,9,1,1,103
Computer Networks,Configuring Routers,21,2,1,371
Computer Networks,Configuring Routers,8,2,2,83
Artificial Intelligence,Reading Research Papers,12,3,2,218
Computer Networks,Configuring Routers,9,2,3,106
Artificial Intelligence,Math/Algorithm Review,17,2,2,313
Artificial Intelligence,Model Training,23,2,2,384
Artificial Intelligence,Model Training,5,2,2,84
Computer Networks,Lab Simulation,10,1,2,90
Artificial Intelligence,Reading Research Papers,19,1,1,284
Artificial Intelligence,Model Training,8,1,1,120
Computer Networks,Configuring Routers,1,3,1,31
Software Engineering,Debugging,14,3,1,344
Computer Networks,Network Troubleshooting,7,2,1,141
Computer Networks,Security Auditing,10,1,2,93
Computer Networks,Configuring Routers,1,2,1,23
Computer Networks,Security Auditing,17,2,1,280
Computer Networks,Network Troubleshooting,10,3,1,290
Computer Networks,Lab Simulation,10,1,1,120
Computer Networks,Reading Protocols,7,3,1,242
Software Engineering,Writing Code,9,1,1,135
Computer Networks,Reading Protocols,8,1,1,102
Artificial Intelligence,Math/Algorithm Review,10,3,1,311
Software Engineering,Debugging,9,2,2,170
Software Engineering,Writing Code,11,2,2,161
Artificial Intelligence,Data Preprocessing,4,2,1,71
Software Engineering,Debugging,23,1,2,218
Computer Networks,Security Auditing,18,2,3,169
Computer Networks,Reading Protocols,5,3,2,78
Software Engineering,Reading Documentation,3,1,1,44
Software Engineering,Code Review,18,2,1,330
Computer Networks,Configuring Routers,2,3,2,43
Software Engineering,Reading Documentation,23,2,3,272
Computer Networks,Network Troubleshooting,14,2,2,212
Computer Networks,Configuring Routers,1,2,3,10
Software Engineering,Debugging,22,1,1,282
Software Engineering,Debugging,10,2,3,114
Computer Networks,Configuring Routers,23,3,2,595
Software Engineering,Reading Documentation,10,2,2,150
Computer Networks,Network Troubleshooting,13,3,2,366
Software Engineering,Writing Code,12,1,3,94
Artificial Intelligence,Math/Algorithm Review,19,2,1,400
Computer Networks,Reading Protocols,23,1,2,176
Software Engineering,Writing Code,22,3,1,530
Software Engineering,Code Review,23,1,2,286
Software Engineering,Debugging,9,2,2,149
Software Engineering,Debugging,2,2,1,44
Computer Networks,Configuring Routers,10,2,1,193
Computer Networks,Network Troubleshooting,7,1,2,79
Software Engineering,Writing Code,20,2,3,209
Computer Networks,Reading Protocols,3,2,1,61
Computer Networks,Configuring Routers,24,3,1,773
Computer Networks,Security Auditing,20,1,3,159
Software Engineering,Writing Code,9,2,2,165
Software Engineering,Code Review,21,2,3,203
Software Engineering,Code Review,22,2,1,444
Artificial Intelligence,Writing Code,4,3,2,103
Artificial Intelligence,Writing Code,6,3,1,165
Software Engineering,System Design,4,1,2,39
Software Engineering,Reading Documentation,12,1,1,179
Software Engineering,Code Review,14,2,2,157
Artificial Intelligence,Model Training,19,1,2,192
Artificial Intelligence,Data Preprocessing,15,1,2,150
Computer Networks,Security Auditing,12,1,2,148
Artificial Intelligence,Reading Research Papers,24,2,2,272
Artificial Intelligence,Reading Research Papers,17,2,3,190
Computer Networks,Lab Simulation,7,1,1,79
Software Engineering,Debugging,11,2,2,161
Computer Networks,Network Troubleshooting,6,3,2,140
Software Engineering,Writing Code,23,1,2,151
Computer Networks,Reading Protocols,22,1,1,353
Computer Networks,Network Troubleshooting,11,2,1,206
Artificial Intelligence,Writing Code,1,1,3,6
Computer Networks,Network Troubleshooting,20,2,2,257
Artificial Intelligence,Reading Research Papers,23,1,2,179
Computer Networks,Security Auditing,13,2,2,187
Computer Networks,Lab Simulation,18,2,3,253
Software Engineering,Code Review,10,2,1,149
Computer Networks,Lab Simulation,15,2,3,112
Computer Networks,Reading Protocols,9,1,2,77
Software Engineering,Writing Code,16,1,2,164
Artificial Intelligence,Math/Algorithm Review,18,1,2,174
Computer Networks,Reading Protocols,18,2,1,417
Artificial Intelligence,Math/Algorithm Review,6,3,1,213
Software Engineering,System Design,21,3,1,597
Artificial Intelligence,Data Preprocessing,1,2,2,16
Software Engineering,Writing Code,11,1,2,108
Computer Networks,Network Troubleshooting,18,2,3,161
Computer Networks,Lab Simulation,22,2,1,497
Artificial Intelligence,Data Preprocessing,11,1,2,94
Software Engineering,Writing Code,4,2,2,50
Artificial Intelligence,Model Training,10,2,1,227
Computer Networks,Network Troubleshooting,24,2,1,532
Software Engineering,Code Review,17,3,1,477
Computer Networks,Configuring Routers,24,2,1,390
Computer Networks,Configuring Routers,15,2,2,246
Software Engineering,System Design,5,3,1,185
Software Engineering,Writing Code,8,3,2,190
Computer Networks,Reading Protocols,4,1,1,54
Computer Networks,Configuring Routers,5,1,2,49
Software Engineering,Reading Documentation,10,2,2,114
Computer Networks,Security Auditing,11,3,1,310
Computer Networks,Configuring Routers,13,3,1,399
Computer Networks,Security Auditing,20,2,2,215
Software Engineering,System Design,4,1,2,44
Software Engineering,Debugging,18,1,2,140
Software Engineering,Code Review,10,1,1,135
Computer Networks,Reading Protocols,9,2,2,138
Computer Networks,Network Troubleshooting,24,1,1,308
Software Engineering,Debugging,6,1,2,56
Computer Networks,Security Auditing,3,2,2,38
Software Engineering,Debugging,19,3,2,511
Computer Networks,Reading Protocols,15,1,1,175
Software Engineering,Reading Documentation,18,2,2,209
Computer Networks,Configuring Routers,23,2,3,314
Computer Networks,Network Troubleshooting,13,3,2,250
Computer Networks,Lab Simulation,7,2,1,106
Software Engineering,Debugging,18,2,2,239
Computer Networks,Reading Protocols,21,2,2,324
Computer Networks,Configuring Routers,20,1,1,211
Software Engineering,Reading Documentation,17,2,1,381
Software Engineering,System Design,4,1,1,58
Computer Networks,Lab Simulation,8,3,1,254
Artificial Intelligence,Writing Code,2,1,1,19
Computer Networks,Network Troubleshooting,13,2,2,183
Computer Networks,Lab Simulation,3,2,2,31
Software Engineering,Writing Code,7,3,2,161
Artificial Intelligence,Model Training,12,2,2,178
Computer Networks,Configuring Routers,18,3,1,582
Computer Networks,Reading Protocols,3,3,2,73
Computer Networks,Security Auditing,3,2,2,49
Software Engineering,Reading Documentation,24,1,2,141
Artificial Intelligence,Math/Algorithm Review,12,2,2,172
Software Engineering,Reading Documentation,20,3,1,771
Computer Networks,Lab Simulation,13,2,2,176
Computer Networks,Network Troubleshooting,11,1,2,103
Computer Networks,Security Auditing,8,3,1,257
Computer Networks,Reading Protocols,5,3,2,95
Computer Networks,Lab Simulation,14,2,2,201
Software Engineering,Code Review,9,2,2,152
Computer Networks,Security Auditing,6,1,1,79
Computer Networks,Configuring Routers,21,2,2,246
Artificial Intelligence,Reading Research Papers,17,1,2,143
Computer Networks,Reading Protocols,16,2,3,146
Artificial Intelligence,Writing Code,14,1,2,86
Computer Networks,Lab Simulation,22,1,3,170
Software Engineering,System Design,15,1,3,74
Artificial Intelligence,Writing Code,11,1,3,65
Computer Networks,Lab Simulation,2,1,2,20
Artificial Intelligence,Writing Code,14,1,2,116
Computer Networks,Configuring Routers,10,1,3,61
Software Engineering,Reading Documentation,10,1,2,103
Artificial Intelligence,Model Training,12,3,1,413
Artificial Intelligence,Model Training,16,1,1,181
Software Engineering,Code Review,7,2,1,142
Artificial Intelligence,Model Training,21,2,1,428
Artificial Intelligence,Data Preprocessing,17,3,1,497
Artificial Intelligence,Data Preprocessing,11,1,2,109
Artificial Intelligence,Model Training,24,1,1,335
Computer Networks,Security Auditing,1,1,3,6
Artificial Intelligence,Data Preprocessing,3,1,2,31
Software Engineering,System Design,3,2,2,37
Software Engineering,Writing Code,12,2,1,252
Software Engineering,Writing Code,15,2,1,294
Artificial Intelligence,Writing Code,20,3,2,478
Artificial Intelligence,Writing Code,23,1,1,323
Computer Networks,Configuring Routers,1,2,3,13
Artificial Intelligence,Reading Research Papers,24,2,1,552
Computer Networks,Network Troubleshooting,3,1,1,43
Artificial Intelligence,Math/Algorithm Review,20,1,3,144
Artificial Intelligence,Reading Research Papers,20,2,1,426
Artificial Intelligence,Data Preprocessing,11,2,2,146
Computer Networks,Lab Simulation,9,1,3,44
Computer Networks,Security Auditing,6,2,1,103
Computer Networks,Configuring Routers,24,2,3,230
Software Engineering,Reading Documentation,7,2,1,103
Artificial Intelligence,Writing Code,21,2,1,413
Artificial Intelligence,Reading Research Papers,1,3,3,22
Software Engineering,Reading Documentation,18,2,2,277
Computer Networks,Lab Simulation,24,2,1,483
Computer Networks,Reading Protocols,19,3,2,573
Computer Networks,Network Troubleshooting,3,2,1,71
Software Engineering,System Design,10,3,3,155
Computer Networks,Network Troubleshooting,22,2,2,345
Computer Networks,Lab Simulation,18,1,1,296
Artificial Intelligence,Model Training,6,3,2,117
Artificial Intelligence,Data Preprocessing,8,2,3,82
Computer Networks,Reading Protocols,24,1,1,375
Artificial Intelligence,Math/Algorithm Review,18,3,1,456
Software Engineering,Reading Documentation,17,2,1,315
Software Engineering,System Design,11,1,2,82
Computer Networks,Security Auditing,15,2,2,189
Software Engineering,Reading Documentation,4,1,2,41
Artificial Intelligence,Data Preprocessing,5,2,1,84
Artificial Intelligence,Math/Algorithm Review,14,2,3,170
Software Engineering,Debugging,7,2,1,147
Software Engineering,Reading Documentation,22,2,3,211
Artificial Intelligence,Data Preprocessing,20,1,2,206
Artificial Intelligence,Model Training,6,1,1,62
Artificial Intelligence,Model Training,21,1,3,131
Artificial Intelligence,Model Training,3,3,3,45
Artificial Intelligence,Math/Algorithm Review,7,2,1,131
Artificial Intelligence,Reading Research Papers,11,3,3,164
Computer Networks,Security Auditing,10,1,1,149
Software Engineering,System Design,23,2,2,379
Software Engineering,System Design,17,2,3,193
Artificial Intelligence,Data Preprocessing,4,1,2,33
Software Engineering,System Design,11,2,1,199
